SI_NO,Date,Product Type,Product,Type,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Expected Profit,Expected COGS,Expected Margin,Expected Sales,State,Market,Market Size
2542,2011-01-01,Coffee,Columbian,Regular,65,83,157,57,43,18,50,60,80,140,Ohio,Central,Major Market
2543,2011-09-01,Coffee,Columbian,Regular,43,64,114,43,35,13,40,40,70,110,Ohio,Central,Major Market
2544,2010-01-01,Coffee,Decaf Irish Cream,Decaf,0,87,150,63,87,57,20,60,90,150,Ohio,Central,Major Market
2545,2010-02-01,Coffee,Decaf Irish Cream,Decaf,-3,75,129,54,78,49,20,50,80,130,Ohio,Central,Major Market
2546,2010-08-01,Coffee,Decaf Irish Cream,Decaf,-11,52,89,37,63,33,10,30,60,90,Ohio,Central,Major Market
2547,2011-09-01,Coffee,Decaf Irish Cream,Decaf,-4,74,134,52,77,47,20,50,80,130,Ohio,Central,Major Market
2548,2011-11-01,Coffee,Decaf Irish Cream,Decaf,-4,73,133,52,76,47,10,50,70,120,Ohio,Central,Major Market
2549,2010-01-01,Espresso,Caffe Mocha,Regular,99,171,341,170,72,47,140,190,210,400,Ohio,Central,Major Market
2550,2011-03-01,Espresso,Caffe Mocha,Regular,140,163,346,162,69,45,130,180,200,380,Ohio,Central,Major Market
2551,2010-01-01,Espresso,Decaf Espresso,Decaf,16,72,130,58,56,22,40,60,90,150,Ohio,Central,Major Market
2552,2010-02-01,Espresso,Decaf Espresso,Decaf,18,73,132,59,55,22,40,60,90,150,Ohio,Central,Major Market
2553,2010-10-01,Espresso,Decaf Espresso,Decaf,12,66,120,54,54,20,70,70,100,170,Ohio,Central,Major Market
2554,2011-07-01,Espresso,Decaf Espresso,Decaf,15,64,114,51,49,19,30,50,80,130,Ohio,Central,Major Market
2555,2010-06-01,Herbal Tea,Chamomile,Decaf,9,26,44,18,17,5,20,10,20,30,Ohio,Central,Major Market
2556,2011-05-01,Herbal Tea,Chamomile,Decaf,17,29,49,20,16,5,30,10,30,40,Ohio,Central,Major Market
2557,2011-12-01,Herbal Tea,Chamomile,Decaf,37,44,78,29,19,8,30,20,40,60,Ohio,Central,Major Market
2558,2010-04-01,Herbal Tea,Lemon,Decaf,26,45,75,30,19,8,40,20,40,60,Ohio,Central,Major Market
2559,2010-07-01,Herbal Tea,Lemon,Decaf,16,34,57,23,18,6,40,10,40,50,Ohio,Central,Major Market
2560,2010-11-01,Herbal Tea,Lemon,Decaf,30,52,88,36,22,10,40,30,50,80,Ohio,Central,Major Market
2561,2011-01-01,Herbal Tea,Lemon,Decaf,45,48,90,32,20,8,50,20,50,70,Ohio,Central,Major Market
2562,2011-09-01,Herbal Tea,Lemon,Decaf,34,43,77,29,20,8,40,20,40,60,Ohio,Central,Major Market
2563,2010-02-01,Tea,Darjeeling,Regular,62,120,200,80,58,26,60,60,110,170,Ohio,Central,Major Market
2564,2011-02-01,Tea,Darjeeling,Regular,92,120,213,80,58,26,60,60,110,170,Ohio,Central,Major Market
2565,2011-08-01,Tea,Darjeeling,Regular,142,172,283,114,64,37,100,90,160,250,Ohio,Central,Major Market
2566,2011-09-01,Tea,Darjeeling,Regular,129,150,265,99,63,32,70,80,130,210,Ohio,Central,Major Market
2567,2011-11-01,Tea,Darjeeling,Regular,92,119,210,78,57,25,60,60,100,160,Ohio,Central,Major Market
2568,2010-10-01,Tea,Earl Grey,Regular,76,127,218,91,51,28,80,50,100,150,Ohio,Central,Major Market
2569,2010-06-01,Coffee,Columbian,Regular,547,595,649,54,48,17,530,50,560,610,Massachusetts,East,Major Market
2570,2011-08-01,Coffee,Columbian,Regular,777,612,658,52,46,17,560,40,590,630,Massachusetts,East,Major Market
2571,2010-09-01,Tea,Green Tea,Regular,13,30,50,20,17,5,20,20,30,50,Massachusetts,East,Major Market
2572,2011-09-01,Tea,Green Tea,Regular,19,30,53,20,17,5,20,20,30,50,Massachusetts,East,Major Market
2573,2010-04-01,Espresso,Caffe Mocha,Regular,-12,65,117,52,77,47,10,40,70,110,Massachusetts,East,Major Market
2574,2011-01-01,Espresso,Caffe Mocha,Regular,-36,63,141,63,90,57,-10,60,60,120,Massachusetts,East,Major Market
2575,2010-11-01,Herbal Tea,Lemon,Decaf,15,69,124,55,54,20,20,40,50,90,Massachusetts,East,Major Market
2576,2010-12-01,Tea,Darjeeling,Regular,29,49,82,33,20,9,40,30,50,80,Massachusetts,East,Major Market
2577,2011-09-01,Tea,Darjeeling,Regular,34,43,77,29,20,8,30,30,40,70,Massachusetts,East,Major Market
2578,2010-07-01,Espresso,Regular Espresso,Regular,81,146,291,145,65,40,100,130,150,280,Massachusetts,East,Major Market
2579,2011-01-01,Espresso,Regular Espresso,Regular,156,171,382,170,75,47,110,160,170,330,Massachusetts,East,Major Market
2580,2011-11-01,Espresso,Regular Espresso,Regular,160,182,387,181,74,50,120,170,180,350,Massachusetts,East,Major Market
2581,2011-05-01,Coffee,Columbian,Regular,222,270,461,195,101,64,180,200,280,480,Illinois,Central,Major Market
2582,2010-05-01,Coffee,Decaf Irish Cream,Decaf,122,185,312,127,63,40,140,130,190,320,Illinois,Central,Major Market
2583,2010-09-01,Espresso,Caffe Mocha,Regular,220,336,589,253,116,83,280,290,400,690,Illinois,Central,Major Market
2584,2011-12-01,Herbal Tea,Chamomile,Decaf,197,179,322,123,46,34,130,110,170,280,Illinois,Central,Major Market
2585,2010-04-01,Herbal Tea,Mint,Decaf,106,145,245,100,39,28,110,80,130,210,Illinois,Central,Major Market
2586,2011-06-01,Tea,Darjeeling,Regular,137,136,228,94,34,26,90,80,120,200,Illinois,Central,Major Market
2587,2010-08-01,Tea,Earl Grey,Regular,30,79,131,52,49,17,30,40,70,110,Illinois,Central,Major Market
2588,2010-11-01,Coffee,Amaretto,Regular,-56,3,116,113,59,36,-50,130,0,130,California,West,Major Market
2589,2011-04-01,Tea,Green Tea,Regular,71,102,181,68,54,22,40,40,70,110,California,West,Major Market
2590,2011-05-01,Herbal Tea,Chamomile,Decaf,153,152,254,104,38,29,120,80,140,220,California,West,Major Market
2591,2011-07-01,Herbal Tea,Chamomile,Decaf,192,185,309,127,43,35,150,100,170,270,California,West,Major Market
2592,2010-01-01,Tea,Darjeeling,Regular,94,130,219,89,36,24,80,50,90,140,California,West,Major Market
2593,2011-07-01,Tea,Darjeeling,Regular,155,152,254,104,37,29,100,60,110,170,California,West,Major Market
2594,2010-12-01,Tea,Earl Grey,Regular,53,79,133,54,26,15,50,30,60,90,California,West,Major Market
2595,2011-02-01,Espresso,Caffe Latte,Regular,211,229,487,228,87,63,150,210,220,430,California,West,Major Market
2596,2011-02-01,Coffee,Amaretto,Regular,-40,28,141,104,55,33,-20,130,30,160,California,West,Major Market
2597,2010-09-01,Coffee,Columbian,Regular,313,474,790,316,161,110,450,390,590,980,California,West,Major Market
2598,2010-10-01,Coffee,Columbian,Regular,247,390,650,260,143,91,470,380,580,960,California,West,Major Market
2599,2010-08-01,Coffee,Decaf Irish Cream,Decaf,-137,-30,166,196,107,64,-140,240,-40,200,California,West,Major Market
2600,2011-11-01,Coffee,Decaf Irish Cream,Decaf,-188,-27,156,173,100,57,-130,200,-30,170,California,West,Major Market
2601,2010-05-01,Espresso,Decaf Espresso,Decaf,230,349,612,263,119,86,220,250,330,580,California,West,Major Market
2602,2010-09-01,Herbal Tea,Chamomile,Decaf,105,145,245,100,40,28,110,80,130,210,California,West,Major Market
2603,2010-12-01,Herbal Tea,Chamomile,Decaf,89,124,210,86,35,24,80,80,110,190,California,West,Major Market
2604,2010-02-01,Tea,Darjeeling,Regular,106,144,243,99,38,27,90,60,100,160,California,West,Major Market
2605,2011-10-01,Tea,Earl Grey,Regular,117,111,199,76,32,21,50,30,50,80,California,West,Major Market
2606,2010-05-01,Coffee,Columbian,Regular,161,270,465,195,109,64,180,200,280,480,Illinois,Central,Major Market
2607,2011-04-01,Coffee,Columbian,Regular,232,265,486,191,109,63,170,200,270,470,Illinois,Central,Major Market
2608,2011-09-01,Coffee,Columbian,Regular,191,225,412,162,96,53,140,170,230,400,Illinois,Central,Major Market
2609,2010-03-01,Coffee,Decaf Irish Cream,Decaf,102,158,267,109,56,34,120,110,170,280,Illinois,Central,Major Market
2610,2010-06-01,Coffee,Decaf Irish Cream,Decaf,135,204,345,141,69,45,160,140,220,360,Illinois,Central,Major Market
2611,2010-08-01,Coffee,Decaf Irish Cream,Decaf,150,222,376,154,72,49,170,160,230,390,Illinois,Central,Major Market
2612,2010-12-01,Coffee,Decaf Irish Cream,Decaf,122,185,312,127,63,40,130,120,180,300,Illinois,Central,Major Market
2613,2010-08-01,Espresso,Caffe Mocha,Regular,262,392,687,295,130,97,340,340,470,810,Illinois,Central,Major Market
2614,2011-07-01,Espresso,Caffe Mocha,Regular,357,387,672,291,119,96,340,330,470,800,Illinois,Central,Major Market
2615,2011-11-01,Espresso,Caffe Mocha,Regular,291,304,567,228,108,75,290,290,390,680,Illinois,Central,Major Market
2616,2010-01-01,Espresso,Decaf Espresso,Decaf,140,228,456,228,88,63,180,260,270,530,Illinois,Central,Major Market
2617,2010-05-01,Espresso,Decaf Espresso,Decaf,165,261,521,260,96,72,210,300,310,610,Illinois,Central,Major Market
2618,2010-12-01,Espresso,Decaf Espresso,Decaf,157,251,501,250,94,70,240,320,320,640,Illinois,Central,Major Market
2619,2011-02-01,Espresso,Decaf Espresso,Decaf,211,229,487,228,87,63,180,260,270,530,Illinois,Central,Major Market
2620,2011-03-01,Espresso,Decaf Espresso,Decaf,220,239,509,239,91,66,200,270,290,560,Illinois,Central,Major Market
2621,2010-06-01,Herbal Tea,Chamomile,Decaf,121,163,276,113,42,31,130,90,150,240,Illinois,Central,Major Market
2622,2010-08-01,Herbal Tea,Chamomile,Decaf,132,178,301,123,46,34,140,100,160,260,Illinois,Central,Major Market
2623,2011-02-01,Herbal Tea,Chamomile,Decaf,156,144,259,99,39,27,110,80,130,210,Illinois,Central,Major Market
2624,2011-06-01,Herbal Tea,Chamomile,Decaf,167,163,274,113,39,31,130,90,150,240,Illinois,Central,Major Market
2625,2010-01-01,Herbal Tea,Lemon,Decaf,68,107,190,83,39,27,60,70,90,160,Illinois,Central,Major Market
2626,2010-03-01,Herbal Tea,Lemon,Decaf,70,109,193,84,39,27,60,70,90,160,Illinois,Central,Major Market
2627,2010-06-01,Herbal Tea,Lemon,Decaf,67,107,190,83,40,27,60,70,90,160,Illinois,Central,Major Market
2628,2010-09-01,Herbal Tea,Lemon,Decaf,43,74,132,58,31,19,50,40,70,110,Illinois,Central,Major Market
2629,2010-10-01,Herbal Tea,Lemon,Decaf,27,51,90,39,24,12,40,20,40,60,Illinois,Central,Major Market
2630,2011-03-01,Herbal Tea,Lemon,Decaf,104,109,206,84,39,27,60,70,90,160,Illinois,Central,Major Market
2631,2010-11-01,Herbal Tea,Mint,Decaf,84,117,198,81,33,22,80,70,110,180,Illinois,Central,Major Market
2632,2010-12-01,Herbal Tea,Mint,Decaf,88,124,210,86,36,24,80,80,110,190,Illinois,Central,Major Market
2633,2011-06-01,Herbal Tea,Mint,Decaf,184,178,298,123,42,34,140,100,160,260,Illinois,Central,Major Market
2634,2011-09-01,Tea,Darjeeling,Regular,125,118,212,81,34,22,80,60,110,170,Illinois,Central,Major Market
2635,2011-12-01,Tea,Darjeeling,Regular,79,79,142,54,26,15,50,40,70,110,Illinois,Central,Major Market
2636,2010-02-01,Tea,Earl Grey,Regular,59,114,189,75,55,24,50,60,100,160,Illinois,Central,Major Market
2637,2010-04-01,Tea,Earl Grey,Regular,49,102,170,68,53,22,40,50,90,140,Illinois,Central,Major Market
2638,2010-11-01,Tea,Earl Grey,Regular,59,114,189,75,55,24,50,60,90,150,Illinois,Central,Major Market
2639,2010-12-01,Tea,Earl Grey,Regular,47,101,168,67,54,22,40,50,80,130,Illinois,Central,Major Market
2640,2011-05-01,Tea,Earl Grey,Regular,61,96,159,64,48,21,50,50,90,140,Illinois,Central,Major Market
2641,2011-09-01,Tea,Earl Grey,Regular,59,90,160,60,50,19,40,50,80,130,Illinois,Central,Major Market
2642,2010-04-01,Coffee,Columbian,Regular,276,428,712,284,152,99,280,270,400,670,New York,East,Major Market
2643,2011-07-01,Tea,Green Tea,Regular,135,136,228,94,35,26,120,90,150,240,New York,East,Major Market
2644,2010-04-01,Herbal Tea,Lemon,Decaf,247,378,638,260,131,98,200,190,300,490,New York,East,Major Market
2645,2010-11-01,Herbal Tea,Lemon,Decaf,204,331,576,245,127,93,140,180,240,420,New York,East,Major Market
2646,2011-12-01,Herbal Tea,Lemon,Decaf,459,453,796,294,144,111,210,220,320,540,New York,East,Major Market
2647,2011-10-01,Herbal Tea,Mint,Decaf,-252,-75,175,239,95,74,-100,130,-50,80,New York,East,Major Market
2648,2010-02-01,Tea,Darjeeling,Regular,100,137,232,95,37,26,120,100,150,250,New York,East,Major Market
2649,2010-08-01,Tea,Darjeeling,Regular,144,191,323,132,47,36,170,130,210,340,New York,East,Major Market
2650,2010-04-01,Tea,Earl Grey,Regular,95,132,223,91,37,25,120,90,150,240,New York,East,Major Market
2651,2011-02-01,Tea,Earl Grey,Regular,156,144,259,99,39,27,130,100,160,260,New York,East,Major Market
2652,2010-01-01,Espresso,Regular Espresso,Regular,175,262,490,228,87,63,200,210,270,480,New York,East,Major Market
2653,2010-06-01,Espresso,Regular Espresso,Regular,318,415,675,260,97,72,340,240,420,660,New York,East,Major Market
2654,2011-07-01,Espresso,Regular Espresso,Regular,251,280,541,266,91,74,190,250,280,530,New York,East,Major Market
2655,2010-01-01,Coffee,Columbian,Regular,39,105,190,85,66,32,40,90,100,190,Missouri,Central,Small Market
2656,2010-07-01,Coffee,Columbian,Regular,31,93,169,76,62,28,40,80,90,170,Missouri,Central,Small Market
2657,2011-02-01,Coffee,Decaf Irish Cream,Decaf,68,90,176,75,44,23,60,70,100,170,Missouri,Central,Small Market
2658,2011-10-01,Coffee,Decaf Irish Cream,Decaf,52,77,151,65,42,20,70,50,80,130,Missouri,Central,Small Market
2659,2011-12-01,Coffee,Decaf Irish Cream,Decaf,53,76,148,63,40,19,40,60,70,130,Missouri,Central,Small Market
2660,2010-12-01,Tea,Green Tea,Regular,2,49,88,39,47,14,0,30,40,70,Missouri,Central,Small Market
2661,2011-03-01,Tea,Green Tea,Regular,-6,42,80,33,46,12,0,20,40,60,Missouri,Central,Small Market
2662,2010-05-01,Espresso,Caffe Mocha,Regular,41,65,109,44,24,12,50,50,70,120,Missouri,Central,Small Market
2663,2011-05-01,Espresso,Caffe Mocha,Regular,57,65,108,44,22,12,50,50,70,120,Missouri,Central,Small Market
2664,2011-08-01,Espresso,Caffe Mocha,Regular,40,49,82,34,19,9,40,30,60,90,Missouri,Central,Small Market
2665,2011-02-01,Espresso,Decaf Espresso,Decaf,56,61,110,42,23,11,60,40,80,120,Missouri,Central,Small Market
2666,2011-06-01,Espresso,Decaf Espresso,Decaf,43,53,88,36,20,10,40,40,60,100,Missouri,Central,Small Market
2667,2011-11-01,Espresso,Decaf Espresso,Decaf,40,48,86,33,21,9,50,40,60,100,Missouri,Central,Small Market
2668,2010-02-01,Herbal Tea,Chamomile,Decaf,-8,61,104,43,69,39,10,30,60,90,Missouri,Central,Small Market
2669,2010-09-01,Herbal Tea,Chamomile,Decaf,-7,62,106,44,69,40,10,30,60,90,Missouri,Central,Small Market
2670,2011-07-01,Herbal Tea,Chamomile,Decaf,-1,82,140,59,77,53,10,50,70,120,Missouri,Central,Small Market
2671,2011-08-01,Herbal Tea,Chamomile,Decaf,3,88,150,63,80,57,20,50,80,130,Missouri,Central,Small Market
2672,2010-03-01,Herbal Tea,Lemon,Decaf,-32,18,106,88,50,27,-10,70,20,90,Missouri,Central,Small Market
2673,2010-06-01,Herbal Tea,Lemon,Decaf,-33,25,141,116,58,35,0,90,30,120,Missouri,Central,Small Market
2674,2011-04-01,Herbal Tea,Lemon,Decaf,-18,40,142,93,52,28,10,70,40,110,Missouri,Central,Small Market
2675,2011-05-01,Herbal Tea,Lemon,Decaf,-21,38,135,98,49,30,0,80,30,110,Missouri,Central,Small Market
2676,2010-04-01,Tea,Darjeeling,Regular,11,51,88,37,40,12,10,30,40,70,Missouri,Central,Small Market
2677,2010-06-01,Tea,Darjeeling,Regular,14,55,96,41,41,13,20,30,50,80,Missouri,Central,Small Market
2678,2010-07-01,Tea,Darjeeling,Regular,17,59,103,44,42,14,30,30,60,90,Missouri,Central,Small Market
2679,2010-10-01,Tea,Darjeeling,Regular,13,53,92,39,40,12,30,20,40,60,Missouri,Central,Small Market
2680,2011-11-01,Tea,Darjeeling,Regular,13,47,87,35,38,11,10,20,40,60,Missouri,Central,Small Market
2681,2010-11-01,Tea,Earl Grey,Regular,-3,42,76,34,45,12,0,20,40,60,Missouri,Central,Small Market
2682,2010-06-01,Coffee,Amaretto,Regular,18,35,58,23,17,6,30,20,40,60,Iowa,Central,Small Market
2683,2010-08-01,Coffee,Amaretto,Regular,19,38,63,25,19,7,30,20,40,60,Iowa,Central,Small Market
2684,2010-12-01,Coffee,Amaretto,Regular,10,25,41,16,15,4,20,10,30,40,Iowa,Central,Small Market
2685,2010-01-01,Coffee,Columbian,Regular,5,34,62,28,29,8,20,20,40,60,Iowa,Central,Small Market
2686,2010-03-01,Coffee,Columbian,Regular,6,35,63,28,29,8,20,20,40,60,Iowa,Central,Small Market
2687,2011-01-01,Coffee,Columbian,Regular,8,34,69,28,30,8,20,20,40,60,Iowa,Central,Small Market
2688,2011-02-01,Coffee,Columbian,Regular,9,35,67,28,29,8,20,20,40,60,Iowa,Central,Small Market
2689,2011-06-01,Coffee,Columbian,Regular,11,38,69,32,28,9,20,30,40,70,Iowa,Central,Small Market
2690,2011-12-01,Coffee,Columbian,Regular,12,38,74,31,30,9,10,30,30,60,Iowa,Central,Small Market
2691,2010-08-01,Coffee,Decaf Irish Cream,Decaf,1,18,32,14,17,4,10,10,20,30,Iowa,Central,Small Market
2692,2010-10-01,Coffee,Decaf Irish Cream,Decaf,-2,13,23,10,15,3,10,0,10,10,Iowa,Central,Small Market
2693,2010-11-01,Coffee,Decaf Irish Cream,Decaf,-3,13,23,10,16,3,10,0,20,20,Iowa,Central,Small Market
2694,2011-02-01,Coffee,Decaf Irish Cream,Decaf,18,31,58,23,19,7,20,20,30,50,Iowa,Central,Small Market
2695,2011-04-01,Coffee,Decaf Irish Cream,Decaf,13,28,52,21,19,6,20,20,30,50,Iowa,Central,Small Market
2696,2011-08-01,Coffee,Decaf Irish Cream,Decaf,1,18,32,14,16,4,10,10,20,30,Iowa,Central,Small Market
2697,2011-10-01,Coffee,Decaf Irish Cream,Decaf,-3,13,25,10,15,3,10,0,10,10,Iowa,Central,Small Market
2698,2010-07-01,Espresso,Caffe Mocha,Regular,13,29,49,20,16,5,20,20,30,50,Iowa,Central,Small Market
2699,2011-10-01,Espresso,Caffe Mocha,Regular,27,35,62,23,17,6,50,20,50,70,Iowa,Central,Small Market
2700,2010-07-01,Espresso,Decaf Espresso,Decaf,31,43,43,0,12,0,40,0,50,50,Iowa,Central,Small Market
2701,2010-12-01,Espresso,Decaf Espresso,Decaf,32,43,43,0,11,0,40,0,50,50,Iowa,Central,Small Market
2702,2010-01-01,Herbal Tea,Chamomile,Decaf,202,312,546,234,110,77,200,200,280,480,Iowa,Central,Small Market
2703,2010-03-01,Herbal Tea,Chamomile,Decaf,212,324,567,243,112,80,210,200,290,490,Iowa,Central,Small Market
2704,2010-06-01,Herbal Tea,Chamomile,Decaf,241,362,634,272,121,89,230,230,320,550,Iowa,Central,Small Market
2705,2010-12-01,Herbal Tea,Chamomile,Decaf,216,329,576,247,113,81,200,230,300,530,Iowa,Central,Small Market
2706,2011-01-01,Herbal Tea,Chamomile,Decaf,315,312,611,234,116,77,200,200,280,480,Iowa,Central,Small Market
2707,2011-07-01,Herbal Tea,Chamomile,Decaf,356,387,672,291,120,96,240,250,340,590,Iowa,Central,Small Market
2708,2011-11-01,Herbal Tea,Chamomile,Decaf,291,304,567,228,108,75,180,210,280,490,Iowa,Central,Small Market
2709,2010-10-01,Herbal Tea,Lemon,Decaf,114,176,298,122,62,39,130,90,150,240,Iowa,Central,Small Market
2710,2011-01-01,Herbal Tea,Lemon,Decaf,134,139,262,95,56,30,90,80,120,200,Iowa,Central,Small Market
2711,2011-03-01,Herbal Tea,Lemon,Decaf,151,158,285,109,56,34,110,90,140,230,Iowa,Central,Small Market
2712,2011-11-01,Herbal Tea,Lemon,Decaf,159,165,296,113,58,36,100,100,150,250,Iowa,Central,Small Market
2713,2010-06-01,Tea,Darjeeling,Regular,164,261,521,260,97,72,150,220,230,450,Iowa,Central,Small Market
2714,2010-09-01,Tea,Darjeeling,Regular,155,249,498,249,94,69,140,210,220,430,Iowa,Central,Small Market
2715,2010-12-01,Tea,Darjeeling,Regular,156,251,501,250,95,70,120,210,200,410,Iowa,Central,Small Market
2716,2011-02-01,Tea,Darjeeling,Regular,209,229,487,228,88,63,140,190,210,400,Iowa,Central,Small Market
2717,2011-12-01,Tea,Darjeeling,Regular,232,251,534,250,95,70,120,210,200,410,Iowa,Central,Small Market
2718,2010-12-01,Tea,Earl Grey,Regular,216,360,654,294,144,111,170,240,300,540,Iowa,Central,Small Market
2719,2011-01-01,Tea,Earl Grey,Regular,273,301,611,245,132,93,160,210,270,480,Iowa,Central,Small Market
2720,2011-02-01,Tea,Earl Grey,Regular,251,294,569,240,125,91,150,200,260,460,Iowa,Central,Small Market
2721,2011-09-01,Tea,Earl Grey,Regular,331,370,716,302,147,114,210,250,340,590,Iowa,Central,Small Market
2722,2011-11-01,Tea,Earl Grey,Regular,257,300,581,245,127,93,130,200,250,450,Iowa,Central,Small Market
2723,2010-06-01,Coffee,Columbian,Regular,357,534,890,356,177,124,350,340,500,840,New York,East,Major Market
2724,2011-05-01,Coffee,Columbian,Regular,407,454,749,302,148,105,300,280,430,710,New York,East,Major Market
2725,2010-08-01,Tea,Green Tea,Regular,105,145,245,100,40,28,130,100,160,260,New York,East,Major Market
2726,2010-09-01,Tea,Green Tea,Regular,84,118,199,81,34,22,100,80,130,210,New York,East,Major Market
2727,2011-03-01,Tea,Green Tea,Regular,123,117,211,81,34,22,100,80,130,210,New York,East,Major Market
2728,2010-05-01,Espresso,Caffe Mocha,Regular,-195,-52,69,121,143,109,-180,110,-50,60,New York,East,Major Market
2729,2011-05-01,Espresso,Caffe Mocha,Regular,-269,-52,68,121,133,109,-180,110,-50,60,New York,East,Major Market
2730,2010-08-01,Herbal Tea,Lemon,Decaf,229,369,653,284,140,107,180,210,290,500,New York,East,Major Market
2731,2011-08-01,Tea,Darjeeling,Regular,199,191,320,132,44,36,170,130,210,340,New York,East,Major Market
2732,2010-01-01,Tea,Earl Grey,Regular,94,130,219,89,36,24,110,90,140,230,New York,East,Major Market
2733,2011-05-01,Tea,Earl Grey,Regular,153,152,254,104,38,29,120,110,160,270,New York,East,Major Market
2734,2010-08-01,Espresso,Regular Espresso,Regular,179,277,543,266,98,74,190,250,280,530,New York,East,Major Market
2735,2010-11-01,Espresso,Regular Espresso,Regular,381,464,675,211,83,59,390,200,460,660,New York,East,Major Market
2736,2011-06-01,Coffee,Amaretto,Regular,-156,-45,95,141,63,45,-110,170,-50,120,California,West,Major Market
2737,2010-05-01,Coffee,Columbian,Regular,295,454,756,302,159,105,410,380,560,940,California,West,Major Market
2738,2010-08-01,Coffee,Columbian,Regular,368,546,910,364,178,127,520,450,680,1130,California,West,Major Market
2739,2011-07-01,Coffee,Columbian,Regular,511,548,904,364,166,127,530,450,690,1140,California,West,Major Market
2740,2010-01-01,Coffee,Decaf Irish Cream,Decaf,-117,-26,118,144,91,47,-120,180,-40,140,California,West,Major Market
2741,2010-03-01,Coffee,Decaf Irish Cream,Decaf,-121,-27,127,154,94,50,-120,190,-40,150,California,West,Major Market
2742,2011-10-01,Coffee,Decaf Irish Cream,Decaf,-174,-24,139,154,93,50,-100,220,-30,190,California,West,Major Market
2743,2010-11-01,Tea,Green Tea,Regular,59,114,189,75,55,24,40,50,80,130,California,West,Major Market
2744,2011-01-01,Tea,Green Tea,Regular,84,108,201,72,57,23,50,40,80,120,California,West,Major Market
2745,2011-08-01,Tea,Green Tea,Regular,41,79,130,52,46,17,20,30,50,80,California,West,Major Market
2746,2011-06-01,Espresso,Caffe Mocha,Regular,50,201,342,144,153,131,50,130,200,330,California,West,Major Market
2747,2010-07-01,Espresso,Decaf Espresso,Decaf,259,387,678,291,128,96,260,270,380,650,California,West,Major Market
2748,2011-01-01,Herbal Tea,Chamomile,Decaf,159,139,262,95,39,26,100,80,120,200,California,West,Major Market
2749,2010-07-01,Herbal Tea,Lemon,Decaf,205,307,567,260,102,80,200,220,270,490,California,West,Major Market
2750,2011-01-01,Herbal Tea,Mint,Decaf,104,107,213,83,42,27,60,70,90,160,California,West,Major Market
2751,2010-01-01,Tea,Earl Grey,Regular,54,80,134,54,26,15,60,30,60,90,California,West,Major Market
2752,2010-11-01,Tea,Earl Grey,Regular,47,73,123,50,26,14,40,30,50,80,California,West,Major Market
2753,2011-09-01,Tea,Earl Grey,Regular,125,118,212,81,34,22,70,50,80,130,California,West,Major Market
2754,2011-05-01,Espresso,Caffe Latte,Regular,228,261,516,260,89,72,180,240,260,500,California,West,Major Market
2755,2011-08-01,Coffee,Columbian,Regular,37,88,159,72,57,27,40,70,90,160,Missouri,Central,Small Market
2756,2010-04-01,Coffee,Decaf Irish Cream,Decaf,47,91,167,76,44,23,50,80,90,170,Missouri,Central,Small Market
2757,2010-05-01,Coffee,Decaf Irish Cream,Decaf,38,80,148,68,42,21,40,70,80,150,Missouri,Central,Small Market
2758,2010-10-01,Coffee,Decaf Irish Cream,Decaf,35,77,142,65,42,20,70,50,80,130,Missouri,Central,Small Market
2759,2011-05-01,Coffee,Decaf Irish Cream,Decaf,52,80,147,68,39,21,40,70,80,150,Missouri,Central,Small Market
2760,2011-06-01,Coffee,Decaf Irish Cream,Decaf,48,77,141,65,39,20,50,60,80,140,Missouri,Central,Small Market
2761,2011-12-01,Tea,Green Tea,Regular,3,49,94,39,47,14,0,30,40,70,Missouri,Central,Small Market
2762,2010-04-01,Espresso,Caffe Mocha,Regular,43,68,115,47,25,13,60,50,80,130,Missouri,Central,Small Market
2763,2010-06-01,Espresso,Caffe Mocha,Regular,33,55,92,37,22,10,40,40,60,100,Missouri,Central,Small Market
2764,2011-07-01,Espresso,Caffe Mocha,Regular,44,52,86,35,19,9,40,40,60,100,Missouri,Central,Small Market
2765,2010-01-01,Espresso,Decaf Espresso,Decaf,45,68,114,46,23,12,60,50,80,130,Missouri,Central,Small Market
2766,2010-03-01,Espresso,Decaf Espresso,Decaf,45,70,118,48,25,13,60,50,80,130,Missouri,Central,Small Market
2767,2010-10-01,Espresso,Decaf Espresso,Decaf,28,47,79,32,19,8,80,30,80,110,Missouri,Central,Small Market
2768,2011-05-01,Espresso,Decaf Espresso,Decaf,50,58,96,39,20,10,50,40,70,110,Missouri,Central,Small Market
2769,2010-06-01,Herbal Tea,Chamomile,Decaf,-4,73,125,52,77,47,20,40,70,110,Missouri,Central,Small Market
2770,2010-04-01,Herbal Tea,Lemon,Decaf,-12,40,133,93,52,28,10,70,40,110,Missouri,Central,Small Market
2771,2010-05-01,Herbal Tea,Lemon,Decaf,-15,38,136,98,53,30,0,80,30,110,Missouri,Central,Small Market
2772,2010-09-01,Herbal Tea,Lemon,Decaf,-44,11,115,104,55,32,-10,80,20,100,Missouri,Central,Small Market
2773,2011-07-01,Herbal Tea,Lemon,Decaf,-17,49,167,120,57,37,0,100,40,140,Missouri,Central,Small Market
2774,2010-08-01,Tea,Earl Grey,Regular,-9,36,65,29,45,11,-10,20,30,50,Missouri,Central,Small Market
